,DAILY,PROPOSAL_ID,SUPPORT,NUMBER_OF_VOTE_TRANSACTIONS,NUMBER_OF_ADRESSES,NUMBER_OF_VOTES
583,2023-01-30T00:00:00Z,id217,Against,3,3,6
584,2023-02-02T00:00:00Z,id217,Abstain,1,1,1
585,2023-01-30T00:00:00Z,id217,Abstain,1,1,22
586,2023-01-31T00:00:00Z,id217,For,8,8,12
587,2023-02-02T00:00:00Z,id217,Against,1,1,16
588,2023-02-02T00:00:00Z,id217,For,5,5,8
589,2023-01-28T00:00:00Z,id217,For,7,7,63
590,2023-01-31T00:00:00Z,id217,Abstain,1,1,2
591,2023-01-30T00:00:00Z,id217,For,10,10,39
592,2023-02-01T00:00:00Z,id217,For,8,8,26
593,2023-01-25T00:00:00Z,id216,For,13,13,93
594,2023-01-26T00:00:00Z,id216,For,7,7,24
595,2023-01-25T00:00:00Z,id216,Against,6,6,67
596,2023-01-29T00:00:00Z,id216,For,4,4,4
597,2023-01-29T00:00:00Z,id216,Against,1,1,1
598,2023-01-28T00:00:00Z,id216,For,3,3,23
599,2023-01-27T00:00:00Z,id216,For,6,6,22
600,2023-01-28T00:00:00Z,id216,Against,1,1,2
601,2023-01-28T00:00:00Z,id216,Abstain,1,1,1
602,2023-01-26T00:00:00Z,id216,Against,3,3,5
603,2023-01-25T00:00:00Z,id216,Abstain,2,2,18
604,2023-01-25T00:00:00Z,id215,Abstain,1,1,1
605,2023-01-28T00:00:00Z,id215,Against,3,3,22
606,2023-01-25T00:00:00Z,id215,For,9,9,29
607,2023-01-25T00:00:00Z,id215,Against,7,7,82
608,2023-01-26T00:00:00Z,id215,For,3,3,4
609,2023-01-26T00:00:00Z,id215,Against,4,4,10
610,2023-01-27T00:00:00Z,id215,Abstain,1,1,1
611,2023-01-27T00:00:00Z,id215,For,5,5,31
612,2023-01-29T00:00:00Z,id215,For,6,6,14
613,2023-01-28T00:00:00Z,id215,For,7,7,13
614,2023-01-24T00:00:00Z,id215,For,5,5,55
615,2023-01-27T00:00:00Z,id215,Against,7,7,12
616,2023-01-26T00:00:00Z,id214,For,7,7,40
617,2023-01-28T00:00:00Z,id214,For,8,8,32
618,2023-01-29T00:00:00Z,id214,Against,1,1,1
619,2023-01-25T00:00:00Z,id214,For,10,10,33
620,2023-01-27T00:00:00Z,id214,For,9,9,26
621,2023-01-26T00:00:00Z,id214,Against,2,2,4
622,2023-01-24T00:00:00Z,id214,For,8,8,59
623,2023-01-24T00:00:00Z,id214,Abstain,1,1,0
624,2023-01-24T00:00:00Z,id214,Against,1,1,1
625,2023-01-25T00:00:00Z,id211,For,11,11,15
626,2023-01-23T00:00:00Z,id211,For,12,12,69
627,2023-01-22T00:00:00Z,id211,For,3,3,6
628,2023-01-25T00:00:00Z,id211,Abstain,1,1,22
629,2023-01-25T00:00:00Z,id211,Against,1,1,16
630,2023-01-26T00:00:00Z,id211,For,9,9,13
631,2023-01-24T00:00:00Z,id211,For,5,5,48
632,2023-01-26T00:00:00Z,id211,Against,1,1,12
633,2023-01-27T00:00:00Z,id211,For,7,7,20
634,2023-01-22T00:00:00Z,id211,Against,1,1,1
635,2023-01-23T00:00:00Z,id211,Against,5,5,7
636,2023-01-25T00:00:00Z,id210,Against,4,4,8
637,2023-01-23T00:00:00Z,id210,Abstain,1,1,2
638,2023-01-23T00:00:00Z,id210,Against,8,8,49
639,2023-01-21T00:00:00Z,id210,Against,6,6,16
640,2023-01-22T00:00:00Z,id210,For,1,1,2
641,2023-01-24T00:00:00Z,id210,Against,2,2,2
642,2023-01-24T00:00:00Z,id210,Abstain,1,1,1
643,2023-01-20T00:00:00Z,id210,Against,3,3,30
644,2023-01-25T00:00:00Z,id210,For,3,3,19
645,2023-01-22T00:00:00Z,id210,Against,12,12,71
646,2023-01-21T00:00:00Z,id210,For,1,1,11
647,2023-01-24T00:00:00Z,id209,For,4,4,4
648,2023-01-21T00:00:00Z,id209,For,4,4,17
649,2023-01-22T00:00:00Z,id209,For,12,12,24
650,2023-01-25T00:00:00Z,id209,For,5,5,10
651,2023-01-23T00:00:00Z,id209,For,7,7,48
652,2023-01-23T00:00:00Z,id209,Abstain,2,2,4
653,2023-01-20T00:00:00Z,id209,For,10,10,104
654,2023-01-24T00:00:00Z,id208,For,3,3,9
655,2023-01-23T00:00:00Z,id208,Abstain,3,3,40
656,2023-01-20T00:00:00Z,id208,For,8,8,55
657,2023-01-20T00:00:00Z,id208,Abstain,2,2,17
658,2023-01-23T00:00:00Z,id208,Against,1,1,1
659,2023-01-24T00:00:00Z,id208,Abstain,1,1,1
660,2023-01-20T00:00:00Z,id208,Against,2,2,2
661,2023-01-23T00:00:00Z,id208,For,6,6,9
662,2023-01-22T00:00:00Z,id208,Against,2,2,3
663,2023-01-22T00:00:00Z,id208,Abstain,1,1,1
664,2023-01-21T00:00:00Z,id208,Abstain,1,1,2
665,2023-01-24T00:00:00Z,id208,Against,1,1,48
666,2023-01-22T00:00:00Z,id208,For,8,8,19
667,2023-01-21T00:00:00Z,id208,Against,2,2,3
668,2023-01-21T00:00:00Z,id208,For,2,2,7
669,2023-01-20T00:00:00Z,id207,For,9,9,42
670,2023-01-21T00:00:00Z,id207,For,2,2,2
671,2023-01-18T00:00:00Z,id207,Against,1,1,1
672,2023-01-20T00:00:00Z,id207,Abstain,1,1,1
673,2023-01-18T00:00:00Z,id207,For,5,5,79
674,2023-01-22T00:00:00Z,id207,For,7,7,19
675,2023-01-19T00:00:00Z,id207,For,19,19,74
676,2023-01-23T00:00:00Z,id207,For,7,7,33
677,2023-01-20T00:00:00Z,id206,For,11,11,29
678,2023-01-19T00:00:00Z,id206,For,7,7,64
679,2023-01-16T00:00:00Z,id206,For,11,11,44
680,2023-01-16T00:00:00Z,id206,Against,3,3,4
681,2023-01-17T00:00:00Z,id206,For,8,8,39
682,2023-01-18T00:00:00Z,id206,For,5,5,20
683,2023-01-17T00:00:00Z,id206,Against,4,4,9
684,2023-01-18T00:00:00Z,id206,Against,3,3,25
685,2023-01-19T00:00:00Z,id206,Against,4,4,34
686,2023-01-19T00:00:00Z,id205,For,9,9,18
687,2023-01-16T00:00:00Z,id205,For,16,16,114
688,2023-01-17T00:00:00Z,id205,For,9,9,38
689,2023-01-19T00:00:00Z,id205,Against,1,1,2
690,2023-01-20T00:00:00Z,id205,For,7,7,23
691,2023-01-16T00:00:00Z,id205,Abstain,1,1,3
692,2023-01-18T00:00:00Z,id205,Against,1,1,2
693,2023-01-20T00:00:00Z,id205,Abstain,1,1,1
694,2023-01-18T00:00:00Z,id205,For,5,5,41
695,2023-01-17T00:00:00Z,id205,Abstain,1,1,1
696,2023-01-15T00:00:00Z,id204,For,4,4,16
697,2023-01-14T00:00:00Z,id204,Against,1,1,2
698,2023-01-17T00:00:00Z,id204,Abstain,1,1,1
699,2023-01-14T00:00:00Z,id204,For,1,1,3
700,2023-01-18T00:00:00Z,id204,Against,5,5,27
701,2023-01-15T00:00:00Z,id204,Against,5,5,51
702,2023-01-17T00:00:00Z,id204,Against,8,8,38
703,2023-01-18T00:00:00Z,id204,For,1,1,1
704,2023-01-19T00:00:00Z,id204,For,1,1,2
705,2023-01-19T00:00:00Z,id204,Against,8,8,15
706,2023-01-16T00:00:00Z,id204,Against,11,11,80
707,2023-01-19T00:00:00Z,id203,For,1,1,2
708,2023-01-15T00:00:00Z,id203,For,2,2,2
709,2023-01-18T00:00:00Z,id203,For,1,1,1
710,2023-01-14T00:00:00Z,id203,For,6,6,19
711,2023-01-14T00:00:00Z,id203,Against,3,3,19
712,2023-01-17T00:00:00Z,id203,For,1,1,1
713,2023-01-16T00:00:00Z,id203,Against,15,15,72
714,2023-01-17T00:00:00Z,id203,Against,7,7,36
715,2023-01-19T00:00:00Z,id203,Against,3,3,4
716,2023-01-15T00:00:00Z,id203,Against,8,8,53
717,2023-01-18T00:00:00Z,id203,Against,4,4,26
718,2023-01-18T00:00:00Z,id202,Against,1,1,1
719,2023-01-14T00:00:00Z,id202,Against,5,5,32
720,2023-01-15T00:00:00Z,id202,Abstain,1,1,2
721,2023-01-15T00:00:00Z,id202,For,4,4,16
722,2023-01-18T00:00:00Z,id202,For,3,3,5
723,2023-01-17T00:00:00Z,id202,For,3,3,3
724,2023-01-16T00:00:00Z,id202,Against,8,8,88
725,2023-01-15T00:00:00Z,id202,Against,4,4,4
726,2023-01-19T00:00:00Z,id202,Abstain,1,1,1
727,2023-01-17T00:00:00Z,id202,Against,5,5,8
728,2023-01-16T00:00:00Z,id202,For,4,4,7
729,2023-01-09T00:00:00Z,id201,Against,1,1,1
730,2023-01-09T00:00:00Z,id201,For,12,12,104
731,2023-01-10T00:00:00Z,id201,Against,1,1,1
732,2023-01-08T00:00:00Z,id201,Against,4,4,14
733,2023-01-11T00:00:00Z,id201,For,7,7,10
734,2023-01-12T00:00:00Z,id201,For,4,4,36
735,2023-01-08T00:00:00Z,id201,For,5,5,6
736,2023-01-10T00:00:00Z,id201,For,4,4,13
737,2023-01-10T00:00:00Z,id200,Against,4,4,5
738,2023-01-11T00:00:00Z,id200,For,1,1,2
739,2023-01-11T00:00:00Z,id200,Against,4,4,10
740,2023-01-06T00:00:00Z,id200,Abstain,1,1,2
741,2023-01-10T00:00:00Z,id200,For,2,2,12
742,2023-01-07T00:00:00Z,id200,Against,8,8,10
743,2023-01-09T00:00:00Z,id200,Against,10,10,29
744,2023-01-08T00:00:00Z,id200,Against,5,5,4
745,2023-01-06T00:00:00Z,id200,Against,9,9,106
746,2023-01-08T00:00:00Z,id199,For,6,6,4
747,2023-01-07T00:00:00Z,id199,Against,1,1,3
748,2023-01-05T00:00:00Z,id199,Against,1,1,2
749,2023-01-06T00:00:00Z,id199,For,5,5,8
750,2023-01-04T00:00:00Z,id199,For,11,11,46
751,2023-01-09T00:00:00Z,id199,Against,1,1,1
752,2023-01-08T00:00:00Z,id199,Against,1,1,3
753,2023-01-05T00:00:00Z,id199,For,16,16,96
754,2023-01-09T00:00:00Z,id199,For,4,4,7
755,2023-01-07T00:00:00Z,id199,For,5,5,65
756,2023-01-01T00:00:00Z,id198,Against,8,8,11
757,2023-01-02T00:00:00Z,id198,Against,5,5,20
758,2023-01-06T00:00:00Z,id198,Against,1,1,1
759,2023-01-05T00:00:00Z,id198,For,4,4,6
760,2023-01-03T00:00:00Z,id198,For,7,7,27
761,2023-01-01T00:00:00Z,id198,For,1,1,2
762,2023-01-05T00:00:00Z,id198,Abstain,1,1,3
763,2023-01-04T00:00:00Z,id198,Abstain,2,2,43
764,2023-01-04T00:00:00Z,id198,Against,3,3,4
765,2023-01-06T00:00:00Z,id198,Abstain,1,1,1
766,2023-01-05T00:00:00Z,id198,Against,7,7,47
767,2023-01-02T00:00:00Z,id198,For,1,1,11
768,2023-01-03T00:00:00Z,id198,Against,10,10,68
769,2023-01-02T00:00:00Z,id198,Abstain,2,2,2
770,2023-01-03T00:00:00Z,id198,Abstain,1,1,1
771,2022-12-26T00:00:00Z,id197,For,1,1,13
772,2022-12-27T00:00:00Z,id197,For,6,6,29
773,2022-12-27T00:00:00Z,id197,Against,2,2,9
774,2022-12-24T00:00:00Z,id197,For,2,2,29
775,2022-12-25T00:00:00Z,id197,For,1,1,1
776,2022-12-29T00:00:00Z,id197,For,12,12,20
777,2022-12-27T00:00:00Z,id197,Abstain,2,2,27
778,2022-12-28T00:00:00Z,id197,For,8,8,71
779,2022-12-25T00:00:00Z,id196,For,1,1,0
780,2022-12-25T00:00:00Z,id196,Against,2,2,1
781,2022-12-23T00:00:00Z,id196,For,2,2,1
782,2022-12-23T00:00:00Z,id196,Against,9,9,42
783,2022-12-22T00:00:00Z,id196,Against,11,11,134
784,2022-12-24T00:00:00Z,id196,Against,3,3,4
785,2022-12-23T00:00:00Z,id196,Abstain,1,1,2
786,2022-12-22T00:00:00Z,id196,For,1,1,2
787,2022-12-27T00:00:00Z,id195,For,6,6,12
788,2022-12-25T00:00:00Z,id195,For,3,3,2
789,2022-12-23T00:00:00Z,id195,For,10,10,41
790,2022-12-24T00:00:00Z,id195,Abstain,1,1,0
791,2022-12-26T00:00:00Z,id195,For,2,2,12
792,2022-12-22T00:00:00Z,id195,For,16,16,144
793,2022-12-24T00:00:00Z,id195,For,2,2,4
794,2022-12-23T00:00:00Z,id194,For,8,8,18
795,2022-12-21T00:00:00Z,id194,For,9,9,90
796,2022-12-19T00:00:00Z,id194,For,5,5,7
797,2022-12-20T00:00:00Z,id194,For,13,13,73
798,2022-12-22T00:00:00Z,id194,Abstain,1,1,0
799,2022-12-24T00:00:00Z,id194,For,4,4,5
800,2022-12-22T00:00:00Z,id194,For,9,9,37
801,2022-12-20T00:00:00Z,id193,Against,5,5,36
802,2022-12-19T00:00:00Z,id193,For,6,6,9
803,2022-12-18T00:00:00Z,id193,For,1,1,1
804,2022-12-22T00:00:00Z,id193,For,9,9,40
805,2022-12-20T00:00:00Z,id193,For,9,9,43
806,2022-12-21T00:00:00Z,id193,For,12,12,107
807,2022-12-21T00:00:00Z,id193,Against,1,1,3
808,2022-12-23T00:00:00Z,id193,For,6,6,20
809,2022-12-19T00:00:00Z,id193,Against,2,2,6
810,2022-12-21T00:00:00Z,id192,For,8,8,72
811,2022-12-20T00:00:00Z,id192,For,8,8,22
812,2022-12-21T00:00:00Z,id192,Abstain,1,1,3
813,2022-12-22T00:00:00Z,id192,For,10,10,33
814,2022-12-23T00:00:00Z,id192,For,4,4,16
815,2022-12-20T00:00:00Z,id192,Against,2,2,8
816,2022-12-19T00:00:00Z,id192,For,5,5,49
817,2022-12-23T00:00:00Z,id192,Abstain,1,1,1
818,2022-12-22T00:00:00Z,id191,Against,4,4,6
819,2022-12-19T00:00:00Z,id191,Against,4,4,46
820,2022-12-23T00:00:00Z,id191,Against,2,2,2
821,2022-12-20T00:00:00Z,id191,Against,10,10,43
822,2022-12-22T00:00:00Z,id191,For,2,2,6
823,2022-12-23T00:00:00Z,id191,For,1,1,11
824,2022-12-22T00:00:00Z,id191,Abstain,5,5,67
825,2022-12-21T00:00:00Z,id191,For,1,1,2
826,2022-12-19T00:00:00Z,id191,For,3,3,4
827,2022-12-21T00:00:00Z,id191,Against,2,2,4
828,2022-12-20T00:00:00Z,id191,For,3,3,15
829,2022-12-19T00:00:00Z,id190,For,11,11,79
830,2022-12-18T00:00:00Z,id190,For,3,3,4
831,2022-12-21T00:00:00Z,id190,For,7,7,89
832,2022-12-20T00:00:00Z,id190,Against,1,1,1
833,2022-12-20T00:00:00Z,id190,For,16,16,54
834,2022-12-22T00:00:00Z,id190,For,6,6,8
835,2022-12-17T00:00:00Z,id189,For,2,2,1
836,2022-12-20T00:00:00Z,id189,Abstain,2,2,63
837,2022-12-16T00:00:00Z,id189,Against,2,2,13
838,2022-12-16T00:00:00Z,id189,For,8,8,14
839,2022-12-21T00:00:00Z,id189,For,5,5,25
840,2022-12-21T00:00:00Z,id189,Against,8,8,9
841,2022-12-20T00:00:00Z,id189,For,14,14,16
842,2022-12-19T00:00:00Z,id189,For,8,8,32
843,2022-12-21T00:00:00Z,id189,Abstain,2,2,3
844,2022-12-17T00:00:00Z,id189,Against,3,3,31
845,2022-12-18T00:00:00Z,id189,For,7,7,26
846,2022-12-19T00:00:00Z,id189,Against,10,10,37
847,2022-12-20T00:00:00Z,id189,Against,7,7,28
848,2022-12-20T00:00:00Z,id188,Against,6,6,6
849,2022-12-20T00:00:00Z,id188,For,1,1,1
850,2022-12-19T00:00:00Z,id188,For,1,1,1
851,2022-12-15T00:00:00Z,id188,Abstain,1,1,2
852,2022-12-17T00:00:00Z,id188,Against,2,2,3
853,2022-12-16T00:00:00Z,id188,Against,1,1,1
854,2022-12-19T00:00:00Z,id188,Against,6,6,22
855,2022-12-18T00:00:00Z,id188,For,2,2,17
856,2022-12-16T00:00:00Z,id188,For,2,2,3
857,2022-12-15T00:00:00Z,id188,Against,4,4,57
858,2022-12-20T00:00:00Z,id188,Abstain,6,6,85
859,2022-12-18T00:00:00Z,id188,Against,1,1,1
860,2022-12-19T00:00:00Z,id187,Against,5,5,19
861,2022-12-16T00:00:00Z,id187,Against,1,1,1
862,2022-12-18T00:00:00Z,id187,Against,2,2,4
863,2022-12-15T00:00:00Z,id187,Against,2,2,52
864,2022-12-17T00:00:00Z,id187,For,2,2,3
865,2022-12-18T00:00:00Z,id187,For,3,3,13
866,2022-12-17T00:00:00Z,id187,Against,1,1,12
867,2022-12-15T00:00:00Z,id187,For,3,3,5
868,2022-12-20T00:00:00Z,id187,Against,3,3,3
869,2022-12-16T00:00:00Z,id187,For,2,2,3
870,2022-12-19T00:00:00Z,id187,For,2,2,3
871,2022-12-13T00:00:00Z,id186,Against,4,4,11
872,2022-12-14T00:00:00Z,id186,Against,3,3,5
873,2022-12-13T00:00:00Z,id186,For,2,2,5
874,2022-12-12T00:00:00Z,id186,Abstain,1,1,1
875,2022-12-14T00:00:00Z,id186,Abstain,1,1,2
876,2022-12-13T00:00:00Z,id186,Abstain,1,1,1
877,2022-12-12T00:00:00Z,id186,Against,4,4,41
878,2022-12-12T00:00:00Z,id186,For,3,3,2
879,2022-12-10T00:00:00Z,id185,For,4,4,6
880,2022-12-13T00:00:00Z,id185,Abstain,1,1,2
881,2022-12-14T00:00:00Z,id185,For,7,7,6
882,2022-12-13T00:00:00Z,id185,For,6,6,23
883,2022-12-11T00:00:00Z,id185,For,3,3,5
884,2022-12-12T00:00:00Z,id185,For,14,14,134
885,2022-12-15T00:00:00Z,id185,For,6,6,8
886,2022-12-14T00:00:00Z,id184,For,5,5,5
887,2022-12-12T00:00:00Z,id184,For,9,9,38
888,2022-12-10T00:00:00Z,id184,Against,1,1,2
889,2022-12-11T00:00:00Z,id184,For,2,2,6
890,2022-12-13T00:00:00Z,id184,For,11,11,33
891,2022-12-14T00:00:00Z,id184,Against,1,1,0
892,2022-12-15T00:00:00Z,id184,For,4,4,8
893,2022-12-10T00:00:00Z,id184,For,10,10,95
894,2022-12-10T00:00:00Z,id183,For,10,10,37
895,2022-12-13T00:00:00Z,id183,For,7,7,14
896,2022-12-11T00:00:00Z,id183,For,1,1,1
897,2022-12-12T00:00:00Z,id183,For,10,10,34
898,2022-12-14T00:00:00Z,id183,Against,3,3,3
899,2022-12-09T00:00:00Z,id183,For,1,1,2
900,2022-12-09T00:00:00Z,id183,Abstain,1,1,60
901,2022-12-10T00:00:00Z,id183,Against,1,1,3
902,2022-12-13T00:00:00Z,id183,Against,2,2,7
903,2022-12-12T00:00:00Z,id183,Against,2,2,33
904,2022-12-14T00:00:00Z,id183,For,5,5,26
905,2022-12-12T00:00:00Z,id182,Abstain,1,1,62
906,2022-12-12T00:00:00Z,id182,Against,5,5,54
907,2022-12-09T00:00:00Z,id182,Against,1,1,1
908,2022-12-14T00:00:00Z,id182,Against,3,3,3
909,2022-12-10T00:00:00Z,id182,For,4,4,8
910,2022-12-10T00:00:00Z,id182,Abstain,1,1,1
911,2022-12-10T00:00:00Z,id182,Against,1,1,2
912,2022-12-13T00:00:00Z,id182,Against,4,4,4
913,2022-12-13T00:00:00Z,id182,For,6,6,14
914,2022-12-14T00:00:00Z,id182,Abstain,1,1,1
915,2022-12-12T00:00:00Z,id182,For,5,5,14
916,2022-12-11T00:00:00Z,id182,For,2,2,12
917,2022-12-09T00:00:00Z,id182,For,1,1,3
918,2022-12-13T00:00:00Z,id182,Abstain,5,5,10
919,2022-12-14T00:00:00Z,id182,For,6,6,31
920,2022-12-08T00:00:00Z,id181,For,6,6,17
921,2022-12-08T00:00:00Z,id181,Against,1,1,1
922,2022-12-07T00:00:00Z,id181,Against,3,3,3
923,2022-12-11T00:00:00Z,id181,For,4,4,39
924,2022-12-09T00:00:00Z,id181,Abstain,1,1,2
925,2022-12-09T00:00:00Z,id181,For,5,5,10
926,2022-12-10T00:00:00Z,id181,For,3,3,8
927,2022-12-07T00:00:00Z,id181,For,7,7,15
928,2022-12-08T00:00:00Z,id180,For,8,8,20
929,2022-12-06T00:00:00Z,id180,For,6,6,74
930,2022-12-07T00:00:00Z,id180,For,7,7,14
931,2022-12-09T00:00:00Z,id180,For,12,12,46
932,2022-12-10T00:00:00Z,id180,For,3,3,8
933,2022-12-04T00:00:00Z,id179,For,1,1,3
934,2022-12-05T00:00:00Z,id179,Against,2,2,4
935,2022-12-09T00:00:00Z,id179,Against,1,1,2
936,2022-12-07T00:00:00Z,id179,For,5,5,11
937,2022-12-08T00:00:00Z,id179,For,8,8,14
938,2022-12-09T00:00:00Z,id179,For,11,11,30
939,2022-12-07T00:00:00Z,id179,Against,1,1,1
940,2022-12-08T00:00:00Z,id179,Against,1,1,1
941,2022-12-06T00:00:00Z,id179,For,5,5,75
942,2022-12-05T00:00:00Z,id179,For,2,2,2
943,2022-12-09T00:00:00Z,id178,For,9,9,46
944,2022-12-07T00:00:00Z,id178,Against,1,1,1
945,2022-12-06T00:00:00Z,id178,Against,1,1,3
946,2022-12-08T00:00:00Z,id178,For,4,4,7
947,2022-12-06T00:00:00Z,id178,Abstain,1,1,1
948,2022-12-05T00:00:00Z,id178,For,5,5,6
949,2022-12-09T00:00:00Z,id178,Against,4,4,23
950,2022-12-07T00:00:00Z,id178,For,2,2,3
951,2022-12-06T00:00:00Z,id178,For,4,4,19
952,2022-12-08T00:00:00Z,id178,Against,4,4,6
953,2022-12-09T00:00:00Z,id178,Abstain,3,3,66
954,2022-12-05T00:00:00Z,id178,Against,2,2,6
955,2022-12-03T00:00:00Z,id177,For,4,4,8
956,2022-12-07T00:00:00Z,id177,For,9,9,18
957,2022-12-03T00:00:00Z,id177,Against,1,1,2
958,2022-12-04T00:00:00Z,id177,Against,3,3,18
959,2022-12-05T00:00:00Z,id177,For,9,9,32
960,2022-12-06T00:00:00Z,id177,For,8,8,25
961,2022-12-04T00:00:00Z,id177,For,7,7,95
962,2022-12-02T00:00:00Z,id177,For,1,1,2
963,2022-11-29T00:00:00Z,id176,For,2,2,3
964,2022-11-30T00:00:00Z,id176,Against,2,2,9
965,2022-11-27T00:00:00Z,id176,For,2,2,11
966,2022-12-01T00:00:00Z,id176,For,4,4,5
967,2022-11-27T00:00:00Z,id176,Against,1,1,2
968,2022-11-30T00:00:00Z,id176,For,15,15,54
969,2022-11-29T00:00:00Z,id176,Against,1,1,2
970,2022-11-28T00:00:00Z,id176,For,9,9,10
971,2022-11-30T00:00:00Z,id175,For,10,10,38
972,2022-11-28T00:00:00Z,id175,For,6,6,8
973,2022-11-30T00:00:00Z,id175,Against,7,7,72
974,2022-11-28T00:00:00Z,id175,Against,4,4,5
975,2022-12-01T00:00:00Z,id175,Against,2,2,2
976,2022-12-01T00:00:00Z,id175,For,2,2,2
977,2022-11-29T00:00:00Z,id175,For,2,2,12
978,2022-11-27T00:00:00Z,id175,For,1,1,8
979,2022-11-26T00:00:00Z,id175,Against,1,1,1
980,2022-11-27T00:00:00Z,id175,Against,2,2,5
981,2022-11-29T00:00:00Z,id175,Against,4,4,5
982,2022-11-30T00:00:00Z,id175,Abstain,1,1,1
983,2022-11-28T00:00:00Z,id174,For,8,8,22
984,2022-11-27T00:00:00Z,id174,For,4,4,56
985,2022-11-23T00:00:00Z,id174,For,6,6,11
986,2022-11-26T00:00:00Z,id174,For,3,3,23
987,2022-11-24T00:00:00Z,id174,For,9,9,30
988,2022-11-28T00:00:00Z,id174,Against,2,2,1
989,2022-11-25T00:00:00Z,id174,For,8,8,32
990,2022-11-23T00:00:00Z,id174,Abstain,1,1,2
991,2022-11-22T00:00:00Z,id173,Against,2,2,3
992,2022-11-24T00:00:00Z,id173,For,7,7,30
993,2022-11-24T00:00:00Z,id173,Against,4,4,9
994,2022-11-21T00:00:00Z,id173,Against,2,2,9
995,2022-11-24T00:00:00Z,id173,Abstain,1,1,0
996,2022-11-21T00:00:00Z,id173,For,4,4,4
997,2022-11-23T00:00:00Z,id173,For,6,6,8
998,2022-11-20T00:00:00Z,id173,For,2,2,4
999,2022-11-19T00:00:00Z,id173,For,1,1,3
1000,2022-11-22T00:00:00Z,id173,For,2,2,58
1001,2022-11-20T00:00:00Z,id173,Against,2,2,1
1002,2022-11-23T00:00:00Z,id173,Against,1,1,1
1003,2022-11-20T00:00:00Z,id172,For,8,8,57
1004,2022-11-19T00:00:00Z,id172,Against,1,1,1
1005,2022-11-19T00:00:00Z,id172,For,13,13,44
1006,2022-11-21T00:00:00Z,id172,For,6,6,8
1007,2022-11-19T00:00:00Z,id172,Abstain,1,1,0
1008,2022-11-23T00:00:00Z,id172,For,4,4,15
1009,2022-11-18T00:00:00Z,id172,For,8,8,69
1010,2022-11-23T00:00:00Z,id172,Abstain,1,1,0
1011,2022-11-20T00:00:00Z,id172,Abstain,1,1,0
1012,2022-11-22T00:00:00Z,id172,For,1,1,1
1013,2022-11-20T00:00:00Z,id171,For,6,6,25
1014,2022-11-19T00:00:00Z,id171,For,7,7,12
1015,2022-11-21T00:00:00Z,id171,For,9,9,98
1016,2022-11-20T00:00:00Z,id171,Abstain,1,1,19
1017,2022-11-18T00:00:00Z,id171,For,7,7,17
1018,2022-11-17T00:00:00Z,id171,Against,3,3,2
1019,2022-11-17T00:00:00Z,id171,For,6,6,13
1020,2022-11-16T00:00:00Z,id171,For,1,1,1
1021,2022-11-18T00:00:00Z,id170,For,5,5,12
1022,2022-11-20T00:00:00Z,id170,Against,4,4,6
1023,2022-11-17T00:00:00Z,id170,For,3,3,7
1024,2022-11-20T00:00:00Z,id170,For,7,7,32
1025,2022-11-18T00:00:00Z,id170,Against,3,3,3
1026,2022-11-16T00:00:00Z,id170,Against,5,5,9
1027,2022-11-15T00:00:00Z,id170,For,1,1,1
1028,2022-11-19T00:00:00Z,id170,Against,8,8,37
1029,2022-11-16T00:00:00Z,id170,For,4,4,26
1030,2022-11-17T00:00:00Z,id170,Against,4,4,12
1031,2022-11-20T00:00:00Z,id170,Abstain,1,1,19
1032,2022-11-19T00:00:00Z,id170,For,2,2,13
1033,2022-11-12T00:00:00Z,id169,For,5,5,3
1034,2022-11-12T00:00:00Z,id169,Abstain,1,1,0
1035,2022-11-16T00:00:00Z,id169,For,6,6,16
1036,2022-11-13T00:00:00Z,id169,For,2,2,4
1037,2022-11-17T00:00:00Z,id169,For,2,2,3
1038,2022-11-15T00:00:00Z,id169,For,7,7,27
1039,2022-11-14T00:00:00Z,id169,For,10,10,93
1040,2022-11-12T00:00:00Z,id169,Against,1,1,0
1041,2022-11-09T00:00:00Z,id168,Against,3,3,3
1042,2022-11-13T00:00:00Z,id168,Against,4,4,2
1043,2022-11-08T00:00:00Z,id168,For,2,2,3
1044,2022-11-11T00:00:00Z,id168,Against,5,5,79
1045,2022-11-12T00:00:00Z,id168,Abstain,3,3,0
1046,2022-11-13T00:00:00Z,id168,For,1,1,2
1047,2022-11-11T00:00:00Z,id168,For,1,1,1
1048,2022-11-10T00:00:00Z,id168,Against,8,8,23
1049,2022-11-09T00:00:00Z,id168,For,2,2,1
1050,2022-11-12T00:00:00Z,id168,Against,6,6,20
1051,2022-11-12T00:00:00Z,id168,For,1,1,0
1052,2022-11-07T00:00:00Z,id167,For,6,6,12
1053,2022-11-07T00:00:00Z,id167,Against,5,5,69
1054,2022-11-03T00:00:00Z,id167,Abstain,1,1,0
1055,2022-11-05T00:00:00Z,id167,Against,1,1,1
1056,2022-11-04T00:00:00Z,id167,Against,5,5,18
1057,2022-11-08T00:00:00Z,id167,Against,4,4,9
1058,2022-11-06T00:00:00Z,id167,For,3,3,1
1059,2022-11-03T00:00:00Z,id167,For,4,4,24
1060,2022-11-06T00:00:00Z,id167,Against,1,1,0
1061,2022-11-04T00:00:00Z,id167,For,16,16,97
1062,2022-11-05T00:00:00Z,id167,For,2,2,3
1063,2022-11-08T00:00:00Z,id167,For,5,5,6
1064,2022-11-06T00:00:00Z,id167,Abstain,1,1,0
